"Patient","bin","logI.avg"
0,4050,0.239426812371822
0,4051,0.036928127507569
0,4052,0.00353810272098955
0,4053,0.00414850941478191
0,4054,0.408819122269339
0,4055,0.0112186218233193
0,4056,0.0504597586323248
0,4057,0.0113315101040789
0,4058,1.36577106694003
0,4059,0.0124896360400995
0,4060,0.00268618096612168
0,4061,0.0129889125147702
0,4062,0.978697050469649
0,4063,0.005516639768491
0,4064,0.00182923605009038
0,4065,0.00998491307854273
0,4066,0.465495429832365
0,4067,0.00233699367192521
0,4068,0.00347140577185326
0,4069,0.00404562066162495
0,4070,0.224618170629869
0,4071,0.0017991608742779
0,4073,0.000502939675262699
0,4074,0.0770088549205378
0,4075,0.000612569346617285
0,4076,0.000477108697297863
0,4077,0.00100026755692147
0,4078,0.0943975690204415
0,4081,0.000508647129833091
0,4082,0.0694103394678321
0,4084,0.000431432382350708
0,4086,0.0635349675706641
0,4088,0.00196258426746153
0,4090,0.00318750738571889
0,4091,0.0011136296624054
0,4093,0.00182332323636533
0,4094,0.0847656684727491
0,4095,0.00408133111014958
0,4097,0.0017021978600408
0,4098,0.494680420919904
0,4099,0.0183582936472636
0,4100,0.000538570091060202
0,4101,0.00194565473489589
0,4102,0.270116712573234
0,4103,0.019240080121464
0,4104,0.00225224839249417
0,4105,0.0120292920704625
0,4106,1.42795720362695
0,4107,0.0136465044353776
0,4108,0.00288287423837003
0,4109,0.0115829383082238
0,4110,0.644659164531593
0,4111,0.0586233228342359
0,4112,0.00172732144379768
0,4113,0.0358106522683728
0,4114,5.28919677731654
0,4115,0.0381813552835173
0,4116,0.00186045386755073
0,4117,0.0228553970373214
0,4118,0.0963846367573931
0,4119,0.00607015021867736
0,4120,0.000478704861461348
0,4121,0.00102892770834906
0,4122,0.0817501510521047
0,4123,0.0149029166317434
0,4124,0.000624970631579511
0,4125,0.00553364224161286
0,4126,0.322424887174314
0,4127,0.047694450995212
0,4128,0.00157476714752352
0,4129,0.0222764957066079
0,4130,2.98390302237793
0,4131,0.0427613971638938
0,4132,0.0016721061710671
0,4133,0.0175542009577604
0,4134,0.545548080302322
0,4135,0.0930846867239484
0,4136,0.00394852938298915
0,4137,0.00553140073031921
0,4138,0.0292170649738746
0,4139,0.000665064145384267
0,4140,0.000491095105873248
0,4142,0.0063299685269717
0,4143,0.000562348418971853
0,4146,0.00739550380971367
0,4150,0.0393116834096911
0,4151,0.00633286266675837
0,4153,0.0030080410528022
0,4154,0.366116290055519
0,4155,0.00727331100769896
0,4156,0.00106171336674404
0,4157,0.00868383904075739
0,4158,1.07038426886458
0,4159,0.00316272281984108
0,4160,0.000671526060415683
0,4161,0.0089228259068577
0,4162,0.594364449374043
0,4163,0.0163119003436294
0,4164,0.00124013107910989
0,4165,0.0133735842876603
0,4166,1.78963461049506
0,4167,0.0199951127857383
0,4168,0.000504184071226779
0,4169,0.00874074869644275
0,4170,0.241682363657224
0,4171,0.00760324369506725
0,4172,0.000635304781313773
0,4173,0.00388288247411027
0,4174,0.135885423235487
